site_code,site_name,site_type,site_type_name,start_date,end_date,rkm,rkm_total,site_description,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
MWF,Whitefish SC in Methow River,INT,Instream Remote Detection System,2013-12-17T00:00:00Z,2018-10-08T16:00:00Z,843.076,919,This site contains two 1001M Multiplexing PIT tag interrogators at the entrance and exit of Whitefish Island side channel (rkm 76).  The upper and lower sites both contain two row of three antennas. Site removed October 2018.,"c(-120.160572, 48.446048)",NA,NA,NA,NA,NA
NAL,Lower Nason Creek,INT,Instream Remote Detection System,2008-04-01T00:00:00Z,NA,754.089.001,844,"This is a permanent instream PIT tag interrogation site at rkm 1 located on lower Nason Creek. The site consists of two rows of antennas, with each row spanning the wetted width of the channel during base flows. All antennas are installed in flat-plate configuration. Site runs off grid power. The antennas were built and installed by WDFW. A cellular modem is installed on site to provide remote communication and allow for automated data collection. A submersible pressure transducer and temperature probes are installed on site to monitor environmental conditions.","c(-120.713574, 47.802494)",NA,NA,NA,NA,NA
NAS,Nason Creek Releases,INT,Monitored Fish Release,2015-04-13T00:00:00Z,2015-05-14T00:00:00Z,754.089.013,856,The IS1001-MC and two IS1001s are housed in an enclosure outside on the west end of the fish pond building. The antennas are coils around a PVC pipe with aluminum shields located in the vault at the end of the first segment of the fish release pipe. Data was never submitted from this site and it was decommissioned in 2018.,"c(-120.800302, 47.76742)",NA,NA,NA,NA,NA
NAU,Upper Nason Creek,INT,Instream Remote Detection System,2007-10-01T00:00:00Z,NA,754.089.019,862,"This is a permanent instream PIT tag interrogation site at rkm 19 located on upper Nason Creek. The site consists of two rows of antennas, with each row spanning the wetted width of the channel during base flows. Each row consists of 3 15-foot PVC antennas, installed in flat-plate configuration. The FS1001M transceiver is powered by a thermoelectric generator. The antennas were built and installed by WDFW. A cellular modem is installed on site to provide remote communication and allow for automated data collection. A submersible pressure transducer and temperature probes are installed on site to monitor environmental conditions.","c(-120.848546, 47.785981)",NA,NA,NA,NA,NA
NBA,Nursery Bridge Adult,INT,Instream Remote Detection System,2003-10-03T00:00:00Z,2004-05-17T18:00:00Z,509.072,581,"Nursery Bridge Dam Fishways (both), Walla Walla River at Milton-Freewater, OR.","c(-118.384451, 45.945399)",NA,NA,NA,NA,NA
NES,Nespelem River Instream Array,INT,Instream Remote Detection System,2018-10-08T00:00:00Z,NA,928.001,929,NES is a permanent PIT tag interrogation system in the Nespelem River.  The Nespelem River enters the Columbia River at RKM 928 which is 60 km upstream from Chief Joseph Dam.  NES is located 0.86 km upstream from the confluence with the Columbia River.  The site consist of six 15 foot HDPE antennas anchored to the stream bed for pass-over detection.  Antennas are configured in 2 separate rows that span the wetted width at base flow.  Each antenna is power by a Biomark IS1001 reader multiplexed by an IS1001-MC.  The site is connected to grid power running a 28 volt DC linear power supply.  NES has remote communication abilities provided by a cellular modem.,"c(-119.033321, 48.129295)",NA,NA,NA,NA,NA
NFT,North Fork Teanaway River,INT,Instream Remote Detection System,2012-01-13T00:00:00Z,2023-05-25T00:00:00Z,539.284.017.001,841,"This site is a permanent instream PIT tag detection system located at rkm 0.3 on the North Fork Teanaway River.  The site consists of six 25', 3"" HPDE antennas that span the wetted width of the river during most flow conditions.  Antennas are anchored to the substrate using MR4 earth anchors and NRS straps.  Each antenna is connected to an IS1001 antenna control node inside of a submersible enclosure.  The ACNs are daisy chained together with CANbus cable which is connected to an IS1001 master controller located ~150' away on the right bank.  Four solar panels are positioned in a open field to provide power to the site. Site was not operated between November 2015, when it was severely damaged, and May 2023, when it was reinstalled approximately 200 meters upstream of the original location.","c(-120.878714, 47.254484)",NA,NA,NA,NA,NA
NFW,North Fork Walla Walla River,INT,Instream Remote Detection System,2012-05-18T00:00:00Z,2013-04-19T00:00:00Z,509.081.001,591,The NFW PIT interrogation site is located on the North Fork Walla Walla River approximately 267 meters upstream from the confluence with the South Fork Walla Walla River. The site consists of three pass over PVC antennas that overlap to cover the full wetted width of the river. A 1001M multiplexor is powered by a hardline source.,"c(-118.304099, 45.898661)",NA,NA,NA,NA,NA
NMC,Ninemile Creek Instream Array,INT,Instream Remote Detection System,2011-02-12T00:00:00Z,2019-09-02T00:00:00Z,858.134.001,993,"Ninemile enters east side of Lake Osoyoos at Okanogan River RKM 129.5, north of the town of Oroville, WA. Site NMC is located on Ninemile Creek, 0.78 km upstream from the confluence with Lake Osoyoos. The setup consists of 3 pass-through HDPE antennas (a fourth original antenna was removed September 2019) accompanied by individual IS-1001 reader boards placed in series. All antennas are 10 feet in length, with antenna 1 the most upstream, antenna 2 the middle, and antenna 3 the downstream. The site is on grid power and regulated by an Acopian linear power supply to an MTS-MC. A bioprobe collects and stores both air and water temperatures as well as the water depth data. The NMC site has a Cloudgate 4G cellular modem which transmits data to PTAGIS through Biomark.","c(-119.418187, 48.970542)",NA,NA,NA,NA,NA
OBF,Omak Creek below Mission Falls,INT,Instream Remote Detection System,2016-02-01T00:00:00Z,2020-09-02T00:00:00Z,858.052.011,921,"Omak Creek enters the Okanogan River at RKM 51.5, approximately 1 KM upriver from the town of Omak, WA. The OBF site is located approximately 9.90 KM upstream from the confluence of the Okanogan River, and 110 meters downstream of the base of Mission Falls. The setup consists of one row of two flat-plate 10ft HDPE antennas anchored to the substrate. The row spans the wetted width of the channel at base flows. The antennas are controlled by two 12-volt IS-1001 reader boards synced to one another, each connected to a Bluetooth data logger. The site is run on two 12v 100ah batteries in parallel and charged by a 100 watt solar panel via a Renogy Rover charge controller. The site is operated seasonally, shutting down when solar cannot keep up with energy demands in the winter.","c(-119.442154, 48.369997)",NA,NA,NA,NA,NA
OKC,Okanagan Channel at VDS-3,INT,Instream Remote Detection System,2009-11-06T00:00:00Z,2017-03-16T15:00:00Z,858.149,1007,"The OKC site is located in the Okanagan (Canadian spelling) Channel at 310th Avenue/Road 18 upstream from Osoyoos Lake. The river in this section is channelized and Vertical Drop Structures (n=17) are used to control the river gradient. The array is located approximately 130 ft downstream of VDS-3. The river at this location is approximately 80 ft wide, enabling nearly full coverage of the width with four 20-ft antennas. Detection of adult sockeye salmon (Oncorhynchus nerka) is the primary focus of the array. Water depth during the sockeye salmon migration ranges from 10 to 24 inches. Optimal read range of 12-mm TX1411SST PIT tags in pass-by orientation ranges between 18 and 20 inches resulting in high detection efficiency. Four new antennas were added to the site in a second array in March 2017.","c(-119.565753, 49.114113)",NA,NA,NA,NA,NA
OKD,Penticton (Okanagan Lake) Dam,INT,Combined Dam Location,2022-12-08T00:00:00Z,NA,858.196,1054,"The site closes off the upstream escapement of salmonids to Okanagan River, along with detecting migrating salmonids into Okanagan Lake. Site consists of a fishway antenna system along with an instream array. The fishway array (December 2022 installation) is located on the western shore (right bank) of Penticton Dam and consists of two 5 ft x 10 ft HDPE antennas. The instream array (August 2023 installation) is located approximately 250 ft downstream of the dam and consists of four 20 ft HDPE antennas, and two 10 ft HDPE antennas to cover full 100 ft wetted width of the river. All antennas are connected to a Biomark IS1001 Master Controller.  ","c(-119.613364, 49.500853)",NA,NA,NA,NA,NA
OKI,Inkaneep Creek ,INT,Instream Remote Detection System,2015-04-27T00:00:00Z,2019-04-11T00:00:00Z,858.139.001,998,"Two 8-foot antennas are installed in Inkaneep Creek, a tributary to the Okanagan River in Canada, immediately upstream of the bridge at Radio Tower Road. Each antenna is connected to an IS1001 and controlled by a Biomark Master Controller. The MC is housed in a shed operated by the Water Survey of Canada. The antennas are approximately 1 km from the Creek mouth, which empties into Osoyoos Lake. The site uses AC power. The site was originally installed with three antennas and used a QuBE as the controller, but was updated to current configuration in April 2019.","c(-119.502007, 49.078005)",NA,NA,NA,NA,NA
OKL,Lower Okanogan Instream Array,INT,Instream Remote Detection System,2013-03-15T00:00:00Z,NA,858.025,883,"OKL is a permanent instream PIT tag interrogation site at RKM 24.9 on the mainstem Okanogan River, upstream of Chiliwist area in Okanogan County. The site consists of two rows of antennas, with each row spanning the wetted width of the channel during base flows. Each row consists of six 20-foot PVC antennas, installed in flat-plate configuration. The antennas were built and installed by WDFW and CCT. The site is powered by a thermoelectric generator. OKL has remote communication abilities provided by a cellular modem and Campbell Scientific CR1000 datalogger system. A submersible pressure transducer and temperature probe sensors are also installed to provide environmental condition data collection.","c(-119.728135, 48.26871)",NA,NA,NA,NA,NA
OKM,McIntyre Dam,INT,Instream Remote Detection System,2019-07-08T00:00:00Z,NA,858.166,1024,Two pass-by antennas are mounted perpendicular to the water along the pier noses on each side of spill bay 1 at McIntyre Dam. The dam is located downstream of Vaseux Lake and upstream of Okanagan Lake.  The goal is to detect upstream migrating sockeye which commonly leap over the overshot gates at the edges of the spill bay where the antennas are mounted.,"c(-119.528255, 49.256852)",NA,NA,NA,NA,NA
